e,ep,th,w2,q2,eps,cs,cserr,sigm,rat,erat,set,eb,theta,nu
3.116,0.5726,59.9828,3.8699,1.7833,0.2449,0.001823,5.983e-05,0.001855,0.9828,0.03225,13.0,3.116,59.97,2.5434
3.116,0.5646,59.9828,3.9098,1.7584,0.242,0.001843,6.046e-05,0.001903,0.9688,0.03177,13.0,3.116,59.97,2.5514
3.116,0.5565,59.9828,3.9502,1.7332,0.239,0.001951,6.387e-05,0.001952,0.9998,0.03273,13.0,3.116,59.97,2.5595
3.116,0.5485,59.9828,3.9901,1.7082,0.236,0.001963,6.446e-05,0.002,0.9813,0.03223,13.0,3.116,59.97,2.5675
3.116,0.5405,59.9828,4.0301,1.6833,0.233,0.002074,6.893e-05,0.00205,1.012,0.03363,13.0,3.116,59.97,2.5755
3.116,0.7329,59.9828,3.0698,2.2825,0.3009,0.001011,3.452e-05,0.001024,0.9873,0.0337,13.0,3.116,59.97,2.3831
3.116,0.7248,59.9828,3.1102,2.2573,0.2982,0.001056,3.539e-05,0.00106,0.9961,0.03338,13.0,3.116,59.97,2.3912
3.116,0.7168,59.9828,3.1502,2.2324,0.2955,0.001108,3.686e-05,0.001097,1.01,0.0336,13.0,3.116,59.97,2.3992
3.116,0.7088,59.9828,3.1901,2.2075,0.2928,0.001124,3.736e-05,0.001134,0.9913,0.03295,13.0,3.116,59.97,2.4072
3.116,0.7008,59.9828,3.23,2.1826,0.2901,0.001187,3.934e-05,0.001172,1.013,0.03358,13.0,3.116,59.97,2.4152
3.116,0.6928,59.9828,3.27,2.1576,0.2874,0.001186,3.933e-05,0.00121,0.9802,0.03251,13.0,3.116,59.97,2.4232
3.116,0.6848,59.9828,3.3099,2.1327,0.2847,0.001256,4.156e-05,0.001249,1.006,0.03328,13.0,3.116,59.97,2.4312
3.116,0.6768,59.9828,3.3498,2.1078,0.282,0.001276,4.22e-05,0.001288,0.9907,0.03276,13.0,3.116,59.97,2.4392
3.116,0.6687,59.9828,3.3902,2.0826,0.2792,0.001328,4.383e-05,0.001329,0.9994,0.03299,13.0,3.116,59.97,2.4473000000000003
3.116,0.6607,59.9828,3.4302,2.0577,0.2764,0.001366,4.504e-05,0.001369,0.9978,0.03289,13.0,3.116,59.97,2.4553000000000003
3.116,0.6527,59.9828,3.4701,2.0328,0.2736,0.001391,4.582e-05,0.001411,0.9858,0.03248,13.0,3.116,59.97,2.4633000000000003
3.116,0.6447,59.9828,3.51,2.0078,0.2708,0.001453,4.782e-05,0.001452,1.001,0.03293,13.0,3.116,59.97,2.4713000000000003
3.116,0.6367,59.9828,3.5499,1.9829,0.268,0.001482,4.912e-05,0.001495,0.9912,0.03286,13.0,3.116,59.97,2.4793000000000003
3.116,0.6287,59.9828,3.5899,1.958,0.2652,0.001572,5.275e-05,0.001538,1.022,0.0343,13.0,3.116,59.97,2.4873000000000003
3.116,0.8372,59.9728,2.5501,2.6066,0.3342,0.000627,2.216e-05,0.0006201,1.011,0.03575,13.0,3.116,59.97,2.2788
3.116,0.8292,59.9728,2.59,2.5817,0.3317,0.0006511,2.262e-05,0.000647,1.006,0.03497,13.0,3.116,59.97,2.2868
3.116,0.8212,59.9728,2.6299,2.5568,0.3292,0.0006958,2.388e-05,0.0006746,1.031,0.0354,13.0,3.116,59.97,2.2948
3.116,0.8132,59.9728,2.6698,2.5318,0.3267,0.0007127,2.441e-05,0.0007029,1.014,0.03472,13.0,3.116,59.97,2.3028
3.116,0.8051,59.9728,2.7102,2.5066,0.3242,0.0007467,2.549e-05,0.0007323,1.02,0.03481,13.0,3.116,59.97,2.3109
3.116,0.7971,59.9728,2.7502,2.4817,0.3217,0.0007739,2.636e-05,0.0007621,1.015,0.03459,13.0,3.116,59.97,2.3189
3.116,0.7891,59.9728,2.7901,2.4568,0.3191,0.000786,2.675e-05,0.0007926,0.9917,0.03375,13.0,3.116,59.97,2.3269
3.116,0.7811,59.9728,2.83,2.4319,0.3166,0.0008235,2.794e-05,0.0008237,0.9997,0.03392,13.0,3.116,59.97,2.3349
3.116,0.7731,59.9728,2.8699,2.407,0.314,0.0008741,2.955e-05,0.0008555,1.022,0.03455,13.0,3.116,59.97,2.3429
3.116,0.7651,59.9728,2.9098,2.3821,0.3114,0.0008992,3.034e-05,0.000888,1.013,0.03417,13.0,3.116,59.97,2.3509
3.116,0.757,59.9728,2.9502,2.3569,0.3088,0.0009309,3.135e-05,0.0009216,1.01,0.03402,13.0,3.116,59.97,2.359
3.116,0.749,59.9728,2.9902,2.332,0.3062,0.000971,3.261e-05,0.0009554,1.016,0.03414,13.0,3.116,59.97,2.367
3.116,0.741,59.9728,3.0301,2.3071,0.3036,0.0009886,3.318e-05,0.0009899,0.9987,0.03351,13.0,3.116,59.97,2.375
3.116,0.733,59.9728,3.07,2.2822,0.3009,0.001033,3.483e-05,0.001025,1.008,0.03398,13.0,3.116,59.97,2.383
3.116,0.725,59.9728,3.1099,2.2572,0.2983,0.001077,3.681e-05,0.001061,1.015,0.0347,13.0,3.116,59.97,2.391
3.116,0.717,59.9728,3.1498,2.2323,0.2956,0.001131,3.978e-05,0.001097,1.031,0.03626,13.0,3.116,59.97,2.399
3.116,0.9653,59.9828,1.9099,3.0063,0.3716,0.0002851,1.051e-05,0.0002848,1.001,0.03688,13.0,3.116,59.97,2.1507
3.116,0.9573,59.9828,1.9499,2.9814,0.3693,0.000295,1.059e-05,0.0003005,0.9816,0.03523,13.0,3.116,59.97,2.1587
3.116,0.9493,59.9828,1.9898,2.9565,0.3671,0.0003224,1.132e-05,0.0003168,1.018,0.03573,13.0,3.116,59.97,2.1667
3.116,0.9412,59.9828,2.0302,2.9313,0.3648,0.0003425,1.192e-05,0.0003341,1.025,0.03567,13.0,3.116,59.97,2.1748000000000003
3.116,0.9332,59.9828,2.0701,2.9063,0.3625,0.0003511,1.219e-05,0.0003518,0.9981,0.03464,13.0,3.116,59.97,2.1828000000000003
3.116,0.9252,59.9828,2.1101,2.8814,0.3602,0.0003767,1.3e-05,0.0003702,1.018,0.03511,13.0,3.116,59.97,2.1908000000000003
3.116,0.9172,59.9828,2.15,2.8565,0.3579,0.0004048,1.389e-05,0.0003893,1.04,0.03567,13.0,3.116,59.97,2.1988000000000003
3.116,0.9092,59.9828,2.1899,2.8316,0.3556,0.0004184,1.433e-05,0.0004091,1.023,0.03502,13.0,3.116,59.97,2.2068000000000003
3.116,0.9012,59.9828,2.2298,2.8067,0.3533,0.000443,1.511e-05,0.0004296,1.031,0.03517,13.0,3.116,59.97,2.2148000000000003
3.116,0.8932,59.9828,2.2698,2.7818,0.3509,0.0004579,1.557e-05,0.0004508,1.016,0.03453,13.0,3.116,59.97,2.2228000000000003
3.116,0.8851,59.9828,2.3102,2.7565,0.3485,0.0004752,1.612e-05,0.000473,1.005,0.03408,13.0,3.116,59.97,2.2309
3.116,0.8771,59.9828,2.3501,2.7316,0.3462,0.0005057,1.708e-05,0.0004956,1.02,0.03447,13.0,3.116,59.97,2.2389
3.116,0.8691,59.9828,2.3901,2.7067,0.3438,0.0005239,1.765e-05,0.0005189,1.01,0.03402,13.0,3.116,59.97,2.2469
3.116,0.8611,59.9828,2.43,2.6818,0.3414,0.0005566,1.868e-05,0.000543,1.025,0.0344,13.0,3.116,59.97,2.2549
3.116,0.8531,59.9828,2.4699,2.6569,0.339,0.0005772,1.933e-05,0.0005677,1.017,0.03405,13.0,3.116,59.97,2.2629
3.116,0.8451,59.9828,2.5098,2.632,0.3365,0.0005936,1.992e-05,0.0005932,1.001,0.03358,13.0,3.116,59.97,2.2709
3.116,0.8371,59.9828,2.5498,2.607,0.3341,0.0006352,2.151e-05,0.0006194,1.025,0.03472,13.0,3.116,59.97,2.2789
3.116,0.829,59.9828,2.5902,2.5818,0.3316,0.0006796,2.325e-05,0.0006467,1.051,0.03596,13.0,3.116,59.97,2.287
3.116,0.4709,74.9728,3.6702,2.1738,0.1677,0.0008173,2.844e-05,0.0007881,1.037,0.03608,13.0,3.116,74.98,2.6451000000000002
3.116,0.4648,74.9728,3.7098,2.1456,0.1658,0.0008557,2.941e-05,0.0008131,1.052,0.03617,13.0,3.116,74.98,2.6512000000000002
3.116,0.4586,74.9728,3.7501,2.117,0.1639,0.0008624,2.967e-05,0.0008391,1.028,0.03535,13.0,3.116,74.98,2.6574
3.116,0.4525,74.9728,3.7897,2.0888,0.162,0.0009067,3.111e-05,0.0008651,1.048,0.03596,13.0,3.116,74.98,2.6635
3.116,0.4463,74.9728,3.83,2.0602,0.1601,0.0009151,3.143e-05,0.0008921,1.026,0.03523,13.0,3.116,74.98,2.6697
3.116,0.4401,74.9728,3.8702,2.0316,0.1582,0.0009309,3.201e-05,0.0009195,1.012,0.03481,13.0,3.116,74.98,2.6759
3.116,0.434,74.9728,3.9098,2.0034,0.1562,0.0009568,3.287e-05,0.000947,1.01,0.03471,13.0,3.116,74.98,2.682
3.116,0.5449,74.9728,3.1898,2.5154,0.1898,0.0005324,1.864e-05,0.0005213,1.021,0.03576,13.0,3.116,74.98,2.5711
3.116,0.5387,74.9728,3.23,2.4867,0.188,0.0005591,1.908e-05,0.0005411,1.033,0.03526,13.0,3.116,74.98,2.5773
3.116,0.5325,74.9728,3.2703,2.4581,0.1862,0.0005733,1.951e-05,0.0005613,1.021,0.03475,13.0,3.116,74.98,2.5835
3.116,0.5264,74.9728,3.3099,2.43,0.1844,0.0005922,2.012e-05,0.0005817,1.018,0.03459,13.0,3.116,74.98,2.5896
3.116,0.5202,74.9728,3.3501,2.4013,0.1826,0.0006313,2.137e-05,0.0006029,1.047,0.03545,13.0,3.116,74.98,2.5958
3.116,0.5141,74.9728,3.3898,2.3732,0.1808,0.0006151,2.09e-05,0.0006241,0.9854,0.03348,13.0,3.116,74.98,2.6019
3.116,0.5079,74.9728,3.43,2.3446,0.1789,0.0006508,2.203e-05,0.0006463,1.007,0.03408,13.0,3.116,74.98,2.6081000000000003
3.116,0.5017,74.9728,3.4703,2.3159,0.177,0.0006725,2.273e-05,0.0006688,1.005,0.03399,13.0,3.116,74.98,2.6143
3.116,0.4956,74.9728,3.5099,2.2878,0.1752,0.0006791,2.296e-05,0.0006915,0.982,0.03321,13.0,3.116,74.98,2.6204
3.116,0.4894,74.9728,3.5501,2.2592,0.1733,0.000719,2.423e-05,0.000715,1.006,0.03388,13.0,3.116,74.98,2.6266000000000003
3.116,0.4833,74.9728,3.5897,2.231,0.1715,0.0007487,2.518e-05,0.0007387,1.014,0.03409,13.0,3.116,74.98,2.6327000000000003
3.116,0.4771,74.9728,3.63,2.2024,0.1696,0.0007751,2.604e-05,0.0007632,1.016,0.03413,13.0,3.116,74.98,2.6389
3.116,0.4709,74.9728,3.6702,2.1738,0.1677,0.0007893,2.702e-05,0.0007881,1.001,0.03429,13.0,3.116,74.98,2.6451000000000002
3.116,0.6249,74.9828,2.6697,2.8853,0.2124,0.0003012,1.051e-05,0.0003063,0.9831,0.03432,13.0,3.116,74.98,2.4911000000000003
3.116,0.6187,74.9828,2.71,2.8567,0.2107,0.0003194,1.092e-05,0.0003203,0.9971,0.0341,13.0,3.116,74.98,2.4973
3.116,0.6125,74.9828,2.7502,2.8281,0.209,0.000334,1.14e-05,0.0003347,0.9978,0.03405,13.0,3.116,74.98,2.5035
3.116,0.6064,74.9828,2.7898,2.7999,0.2073,0.0003496,1.189e-05,0.0003494,1.001,0.03402,13.0,3.116,74.98,2.5096
3.116,0.6002,74.9828,2.8301,2.7713,0.2056,0.0003729,1.263e-05,0.0003647,1.023,0.03462,13.0,3.116,74.98,2.5158
3.116,0.5941,74.9828,2.8697,2.7431,0.2039,0.0003808,1.289e-05,0.0003801,1.002,0.0339,13.0,3.116,74.98,2.5219
3.116,0.5879,74.9828,2.91,2.7145,0.2021,0.0003917,1.324e-05,0.0003963,0.9884,0.03341,13.0,3.116,74.98,2.5281000000000002
3.116,0.5817,74.9828,2.9502,2.6858,0.2004,0.0004152,1.398e-05,0.0004129,1.005,0.03386,13.0,3.116,74.98,2.5343
3.116,0.5756,74.9828,2.9898,2.6577,0.1986,0.0004318,1.45e-05,0.0004297,1.005,0.03376,13.0,3.116,74.98,2.5404
3.116,0.5694,74.9828,3.0301,2.6291,0.1969,0.0004481,1.503e-05,0.0004472,1.002,0.0336,13.0,3.116,74.98,2.5466
3.116,0.5633,74.9828,3.0697,2.6009,0.1951,0.0004601,1.541e-05,0.0004648,0.9899,0.03316,13.0,3.116,74.98,2.5527
3.116,0.5571,74.9828,3.11,2.5723,0.1933,0.0004851,1.621e-05,0.0004832,1.004,0.03353,13.0,3.116,74.98,2.5589
3.116,0.5509,74.9828,3.1502,2.5436,0.1915,0.0005027,1.677e-05,0.0005021,1.001,0.0334,13.0,3.116,74.98,2.5651
3.116,0.5448,74.9828,3.1899,2.5155,0.1898,0.0005294,1.773e-05,0.0005211,1.016,0.03403,13.0,3.116,74.98,2.5712
3.116,0.5386,74.9828,3.2301,2.4868,0.188,0.0005429,1.845e-05,0.0005409,1.004,0.03412,13.0,3.116,74.98,2.5774
3.116,0.7357,74.9828,1.9502,3.3969,0.2416,0.0001133,5.589e-06,0.0001235,0.9173,0.04525,13.0,3.116,74.98,2.3803
3.116,0.7296,74.9828,1.9898,3.3687,0.24,0.0001307,5.693e-06,0.0001306,1.001,0.04361,13.0,3.116,74.98,2.3864
3.116,0.7234,74.9828,2.0301,3.3401,0.2384,0.0001339,5.65e-06,0.000138,0.9698,0.04093,13.0,3.116,74.98,2.3926
3.116,0.7173,74.9828,2.0697,3.3119,0.2369,0.0001409,5.824e-06,0.0001457,0.9669,0.03997,13.0,3.116,74.98,2.3987
3.116,0.7111,74.9828,2.1099,3.2833,0.2353,0.000153,6.213e-06,0.0001539,0.9944,0.04038,13.0,3.116,74.98,2.4049
3.116,0.7049,74.9828,2.1502,3.2547,0.2337,0.0001583,6.384e-06,0.0001624,0.9747,0.03932,13.0,3.116,74.98,2.4111000000000002
3.116,0.6988,74.9828,2.1898,3.2265,0.2321,0.0001747,6.914e-06,0.0001711,1.021,0.04041,13.0,3.116,74.98,2.4172000000000002
3.116,0.6926,74.9828,2.2301,3.1979,0.2305,0.0001819,7.161e-06,0.0001803,1.009,0.03972,13.0,3.116,74.98,2.4234
3.116,0.6865,74.9828,2.2697,3.1697,0.2289,0.0001859,7.306e-06,0.0001897,0.9799,0.0385,13.0,3.116,74.98,2.4295
3.116,0.6803,74.9828,2.3099,3.1411,0.2273,0.0001991,7.726e-06,0.0001997,0.9967,0.03868,13.0,3.116,74.98,2.4357
3.116,0.6741,74.9828,2.3502,3.1125,0.2257,0.0002128,8.17e-06,0.0002101,1.013,0.03889,13.0,3.116,74.98,2.4419
3.116,0.668,74.9828,2.3898,3.0843,0.224,0.0002268,8.631e-06,0.0002206,1.028,0.03913,13.0,3.116,74.98,2.448
3.116,0.6618,74.9828,2.4301,3.0557,0.2224,0.0002224,8.48e-06,0.0002317,0.9596,0.0366,13.0,3.116,74.98,2.4542
3.116,0.6557,74.9828,2.4697,3.0275,0.2208,0.0002401,9.053e-06,0.0002431,0.9877,0.03724,13.0,3.116,74.98,2.4603
3.116,0.6495,74.9828,2.51,2.9989,0.2191,0.000252,9.431e-06,0.000255,0.9881,0.03699,13.0,3.116,74.98,2.4665
3.116,0.6433,74.9828,2.5502,2.9703,0.2174,0.0002672,9.925e-06,0.0002673,0.9995,0.03713,13.0,3.116,74.98,2.4727
3.116,0.6372,74.9828,2.5898,2.9421,0.2158,0.0002763,1.032e-05,0.0002798,0.9873,0.0369,13.0,3.116,74.98,2.4788
3.116,0.631,74.9828,2.6301,2.9135,0.2141,0.0002887,1.107e-05,0.000293,0.9854,0.03777,13.0,3.116,74.98,2.4850000000000003
3.116,0.6249,74.9828,2.6697,2.8853,0.2124,0.0003094,1.244e-05,0.0003063,1.01,0.04062,13.0,3.116,74.98,2.4911000000000003
3.116,0.7357,74.9828,1.9502,3.3969,0.2416,0.0001071,5.06e-06,0.0001235,0.8673,0.04096,13.0,3.116,74.98,2.3803
3.116,0.7296,74.9828,1.9898,3.3687,0.24,0.000118,5.052e-06,0.0001306,0.9037,0.0387,13.0,3.116,74.98,2.3864
3.116,0.7234,74.9828,2.0301,3.3401,0.2384,0.0001355,5.457e-06,0.000138,0.9813,0.03953,13.0,3.116,74.98,2.3926
3.116,0.7173,74.9828,2.0697,3.3119,0.2369,0.0001456,5.726e-06,0.0001457,0.999,0.03929,13.0,3.116,74.98,2.3987
3.116,0.7111,74.9828,2.1099,3.2833,0.2353,0.0001511,5.919e-06,0.0001539,0.9819,0.03847,13.0,3.116,74.98,2.4049
3.116,0.7049,74.9828,2.1502,3.2547,0.2337,0.0001595,6.192e-06,0.0001624,0.9824,0.03813,13.0,3.116,74.98,2.4111000000000002
3.116,0.6988,74.9828,2.1898,3.2265,0.2321,0.0001693,6.515e-06,0.0001711,0.9895,0.03808,13.0,3.116,74.98,2.4172000000000002
3.116,0.6926,74.9828,2.2301,3.1979,0.2305,0.0001751,6.697e-06,0.0001803,0.971,0.03714,13.0,3.116,74.98,2.4234
3.116,0.6865,74.9828,2.2697,3.1697,0.2289,0.0001871,7.082e-06,0.0001897,0.9861,0.03733,13.0,3.116,74.98,2.4295
3.116,0.6803,74.9828,2.3099,3.1411,0.2273,0.0002043,7.647e-06,0.0001997,1.023,0.03829,13.0,3.116,74.98,2.4357
3.116,0.6741,74.9828,2.3502,3.1125,0.2257,0.0002063,7.725e-06,0.0002101,0.9822,0.03677,13.0,3.116,74.98,2.4419
3.116,0.668,74.9828,2.3898,3.0843,0.224,0.0002229,8.247e-06,0.0002206,1.01,0.03738,13.0,3.116,74.98,2.448
3.116,0.6618,74.9828,2.4301,3.0557,0.2224,0.0002349,8.623e-06,0.0002317,1.014,0.03721,13.0,3.116,74.98,2.4542
3.116,0.6557,74.9828,2.4697,3.0275,0.2208,0.0002495,9.087e-06,0.0002431,1.027,0.03739,13.0,3.116,74.98,2.4603
3.116,0.6495,74.9828,2.51,2.9989,0.2191,0.0002509,9.147e-06,0.000255,0.9839,0.03587,13.0,3.116,74.98,2.4665
3.116,0.6433,74.9828,2.5502,2.9703,0.2174,0.0002712,9.792e-06,0.0002673,1.015,0.03663,13.0,3.116,74.98,2.4727
3.116,0.6372,74.9828,2.5898,2.9421,0.2158,0.00028,1.024e-05,0.0002798,1.001,0.03658,13.0,3.116,74.98,2.4788
3.116,0.631,74.9828,2.6301,2.9135,0.2141,0.0002963,1.096e-05,0.000293,1.011,0.03742,13.0,3.116,74.98,2.4850000000000003
3.116,0.6249,74.9828,2.6697,2.8853,0.2124,0.0003075,1.192e-05,0.0003063,1.004,0.03891,13.0,3.116,74.98,2.4911000000000003
3.116,0.7357,74.9828,1.9502,3.3969,0.2416,0.0001172,5.405e-06,0.0001235,0.9491,0.04376,13.0,3.116,74.98,2.3803
3.116,0.7296,74.9828,1.9898,3.3687,0.24,0.0001255,5.395e-06,0.0001306,0.9613,0.04132,13.0,3.116,74.98,2.3864
3.116,0.7234,74.9828,2.0301,3.3401,0.2384,0.000136,5.481e-06,0.000138,0.9856,0.03971,13.0,3.116,74.98,2.3926
3.116,0.7173,74.9828,2.0697,3.3119,0.2369,0.0001446,5.718e-06,0.0001457,0.9921,0.03924,13.0,3.116,74.98,2.3987
3.116,0.7111,74.9828,2.1099,3.2833,0.2353,0.0001511,5.929e-06,0.0001539,0.9819,0.03853,13.0,3.116,74.98,2.4049
3.116,0.7049,74.9828,2.1502,3.2547,0.2337,0.0001613,6.266e-06,0.0001624,0.9932,0.03859,13.0,3.116,74.98,2.4111000000000002
3.116,0.6988,74.9828,2.1898,3.2265,0.2321,0.0001685,6.495e-06,0.0001711,0.9846,0.03796,13.0,3.116,74.98,2.4172000000000002
3.116,0.6926,74.9828,2.2301,3.1979,0.2305,0.0001833,6.97e-06,0.0001803,1.016,0.03865,13.0,3.116,74.98,2.4234
3.116,0.6865,74.9828,2.2697,3.1697,0.2289,0.0001813,6.923e-06,0.0001897,0.9557,0.03648,13.0,3.116,74.98,2.4295
3.116,0.6803,74.9828,2.3099,3.1411,0.2273,0.0002009,7.553e-06,0.0001997,1.006,0.03782,13.0,3.116,74.98,2.4357
3.116,0.6741,74.9828,2.3502,3.1125,0.2257,0.0002084,7.801e-06,0.0002101,0.9922,0.03714,13.0,3.116,74.98,2.4419
3.116,0.668,74.9828,2.3898,3.0843,0.224,0.0002213,8.21e-06,0.0002206,1.003,0.03722,13.0,3.116,74.98,2.448
3.116,0.6618,74.9828,2.4301,3.0557,0.2224,0.0002343,8.619e-06,0.0002317,1.011,0.03719,13.0,3.116,74.98,2.4542
3.116,0.6557,74.9828,2.4697,3.0275,0.2208,0.0002397,8.794e-06,0.0002431,0.986,0.03618,13.0,3.116,74.98,2.4603
3.116,0.6495,74.9828,2.51,2.9989,0.2191,0.0002518,9.181e-06,0.000255,0.9875,0.036,13.0,3.116,74.98,2.4665
3.116,0.6433,74.9828,2.5502,2.9703,0.2174,0.0002755,9.946e-06,0.0002673,1.031,0.03721,13.0,3.116,74.98,2.4727
3.116,0.6372,74.9828,2.5898,2.9421,0.2158,0.000286,1.037e-05,0.0002798,1.022,0.03705,13.0,3.116,74.98,2.4788
3.116,0.631,74.9828,2.6301,2.9135,0.2141,0.0003002,1.11e-05,0.000293,1.025,0.03789,13.0,3.116,74.98,2.4850000000000003
3.116,0.6249,74.9828,2.6697,2.8853,0.2124,0.0003114,1.206e-05,0.0003063,1.016,0.03936,13.0,3.116,74.98,2.4911000000000003
3.116,0.8404,74.9828,1.2703,3.8803,0.2669,3.898e-05,2.619e-06,4.414e-05,0.883,0.05933,13.0,3.116,74.98,2.2756
3.116,0.8343,74.9828,1.3099,3.8522,0.2654,4.321e-05,2.625e-06,4.706e-05,0.9182,0.05577,13.0,3.116,74.98,2.2817
3.116,0.8281,74.9828,1.3502,3.8235,0.264,4.618e-05,2.638e-06,5.019e-05,0.9201,0.05257,13.0,3.116,74.98,2.2879
3.116,0.822,74.9828,1.3898,3.7954,0.2626,4.889e-05,2.755e-06,5.344e-05,0.9149,0.05156,13.0,3.116,74.98,2.294
3.116,0.8158,74.9828,1.43,3.7667,0.2611,4.974e-05,2.782e-06,5.693e-05,0.8737,0.04886,13.0,3.116,74.98,2.3002000000000002
3.116,0.8096,74.9828,1.4703,3.7381,0.2596,5.999e-05,3.122e-06,6.063e-05,0.9895,0.0515,13.0,3.116,74.98,2.3064
3.116,0.8035,74.9828,1.5099,3.7099,0.2582,6.551e-05,3.323e-06,6.447e-05,1.016,0.05154,13.0,3.116,74.98,2.3125
3.116,0.7973,74.9828,1.5502,3.6813,0.2567,6.611e-05,3.352e-06,6.858e-05,0.964,0.04887,13.0,3.116,74.98,2.3187
3.116,0.7912,74.9828,1.5898,3.6532,0.2552,7.086e-05,3.505e-06,7.285e-05,0.9728,0.04812,13.0,3.116,74.98,2.3248
3.116,0.785,74.9828,1.6301,3.6245,0.2537,7.27e-05,3.595e-06,7.743e-05,0.939,0.04643,13.0,3.116,74.98,2.331
3.116,0.7788,74.9828,1.6703,3.5959,0.2522,7.422e-05,3.666e-06,8.226e-05,0.9023,0.04457,13.0,3.116,74.98,2.3372
3.116,0.7727,74.9828,1.7099,3.5677,0.2507,8.708e-05,4.088e-06,8.726e-05,0.9979,0.04685,13.0,3.116,74.98,2.3433
3.116,0.7665,74.9828,1.7502,3.5391,0.2492,9.192e-05,4.27e-06,9.261e-05,0.9926,0.04611,13.0,3.116,74.98,2.3495
3.116,0.7604,74.9828,1.7898,3.5109,0.2477,9.201e-05,4.259e-06,9.816e-05,0.9374,0.04339,13.0,3.116,74.98,2.3556
3.116,0.7542,74.9828,1.8301,3.4823,0.2462,9.936e-05,4.512e-06,0.0001041,0.9547,0.04335,13.0,3.116,74.98,2.3618
3.116,0.748,74.9828,1.8703,3.4537,0.2446,0.0001062,4.752e-06,0.0001103,0.9631,0.04309,13.0,3.116,74.98,2.3680000000000003
3.116,0.7419,74.9828,1.9099,3.4255,0.2431,0.0001123,4.954e-06,0.0001167,0.9625,0.04245,13.0,3.116,74.98,2.3741000000000003
3.116,0.7357,74.9828,1.9502,3.3969,0.2416,0.0001235,5.317e-06,0.0001235,0.9999,0.04304,13.0,3.116,74.98,2.3803
3.116,0.7296,74.9828,1.9898,3.3687,0.24,0.000128,5.615e-06,0.0001306,0.9805,0.043,13.0,3.116,74.98,2.3864
3.116,0.7234,74.9828,2.0301,3.3401,0.2384,0.0001333,6.035e-06,0.000138,0.9656,0.04372,13.0,3.116,74.98,2.3926
3.116,0.7173,74.9828,2.0697,3.3119,0.2369,0.0001489,7.177e-06,0.0001457,1.022,0.04925,13.0,3.116,74.98,2.3987
3.116,0.8404,74.9828,1.2703,3.8803,0.2669,4.116e-05,2.383e-06,4.414e-05,0.9324,0.05399,13.0,3.116,74.98,2.2756
3.116,0.8343,74.9828,1.3099,3.8522,0.2654,4.376e-05,2.348e-06,4.706e-05,0.93,0.0499,13.0,3.116,74.98,2.2817
3.116,0.8281,74.9828,1.3502,3.8235,0.264,4.896e-05,2.45e-06,5.019e-05,0.9755,0.04882,13.0,3.116,74.98,2.2879
3.116,0.822,74.9828,1.3898,3.7954,0.2626,5.078e-05,2.508e-06,5.344e-05,0.9501,0.04693,13.0,3.116,74.98,2.294
3.116,0.8158,74.9828,1.43,3.7667,0.2611,5.476e-05,2.636e-06,5.693e-05,0.9619,0.0463,13.0,3.116,74.98,2.3002000000000002
3.116,0.8096,74.9828,1.4703,3.7381,0.2596,5.288e-05,2.577e-06,6.063e-05,0.8722,0.0425,13.0,3.116,74.98,2.3064
3.116,0.8035,74.9828,1.5099,3.7099,0.2582,6.211e-05,2.89e-06,6.447e-05,0.9634,0.04482,13.0,3.116,74.98,2.3125
3.116,0.7973,74.9828,1.5502,3.6813,0.2567,6.431e-05,2.969e-06,6.858e-05,0.9378,0.0433,13.0,3.116,74.98,2.3187
3.116,0.7912,74.9828,1.5898,3.6532,0.2552,6.798e-05,3.096e-06,7.285e-05,0.9332,0.04251,13.0,3.116,74.98,2.3248
3.116,0.785,74.9828,1.6301,3.6245,0.2537,7.016e-05,3.178e-06,7.743e-05,0.9062,0.04105,13.0,3.116,74.98,2.331
3.116,0.7788,74.9828,1.6703,3.5959,0.2522,7.874e-05,3.473e-06,8.226e-05,0.9573,0.04222,13.0,3.116,74.98,2.3372
3.116,0.7727,74.9828,1.7099,3.5677,0.2507,8.816e-05,3.768e-06,8.726e-05,1.01,0.04318,13.0,3.116,74.98,2.3433
3.116,0.7665,74.9828,1.7502,3.5391,0.2492,8.833e-05,3.786e-06,9.261e-05,0.9538,0.04088,13.0,3.116,74.98,2.3495
3.116,0.7604,74.9828,1.7898,3.5109,0.2477,9.911e-05,4.125e-06,9.816e-05,1.01,0.04203,13.0,3.116,74.98,2.3556
3.116,0.7542,74.9828,1.8301,3.4823,0.2462,0.0001016,4.213e-06,0.0001041,0.9764,0.04048,13.0,3.116,74.98,2.3618
3.116,0.748,74.9828,1.8703,3.4537,0.2446,0.0001062,4.367e-06,0.0001103,0.9631,0.03959,13.0,3.116,74.98,2.3680000000000003
3.116,0.7419,74.9828,1.9099,3.4255,0.2431,0.0001165,4.693e-06,0.0001167,0.9983,0.04022,13.0,3.116,74.98,2.3741000000000003
3.116,0.7357,74.9828,1.9502,3.3969,0.2416,0.0001179,4.741e-06,0.0001235,0.9545,0.03838,13.0,3.116,74.98,2.3803
3.116,0.7296,74.9828,1.9898,3.3687,0.24,0.000128,5.187e-06,0.0001306,0.9805,0.03973,13.0,3.116,74.98,2.3864
3.116,0.7234,74.9828,2.0301,3.3401,0.2384,0.0001387,5.714e-06,0.000138,1.005,0.0414,13.0,3.116,74.98,2.3926
