Z,A,E0,ThetaDeg,nu,cross,error,dataSet,normalization,normError,normCross,normCrossError,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),nu_elastic,Ex,R,Veff,Eeff,Eprime,Eprime_eff,F2foc,Q2,Q2eff,q3momt_squared,q3momt,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,RL_fortran_qvcenter_nu,RT_fortran_qvcenter_nu,RL_fortran_qvdata_nu,RT_fortran_qvdata_nu,RL_fortran_qvcenter_ex,RT_fortran_qvcenter_ex,RL_fortran_qvdata_ex,RT_fortran_qvdata_ex,RL_fortran_q2center_nu,RT_fortran_q2center_nu,RL_fortran_q2data_nu,RT_fortran_q2data_nu,RL_fortran_q2center_ex,RT_fortran_q2center_ex,RL_fortran_q2data_ex,RT_fortran_q2data_ex,RL_fortran_qvcenter_w2,RT_fortran_qvcenter_w2,RL_fortran_qvdata_w2,RT_fortran_qvdata_w2,RL_fortran_q2center_w2,RT_fortran_q2center_w2,RL_fortran_q2data_w2,RT_fortran_q2data_w2,bc_qv_ex,bc_qv_nu,bc_qv_w2,bc_q2_ex,bc_q2_nu,bc_q2_w2
20.0,40.0,0.25,140.0,0.0382,2244.0,228.7722011084390,3.0,1.0,0.005,2244.0,229.04717505352500,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.0027318458271128100,0.03546815417288720,4.01341260817504,0.0074,0.2574,0.2118,0.21920000000000000,1.0600761600000000,0.18702410652630000,0.19928780170642900,0.20074704170642900,0.4480480350435980,0.7527524780225710,0.06169864772373110,-0.00011790477074361400,-19032308.750929300,-1940313.3534427300,3.19726740732261E-05,3.10534907471116E-05,2075.7288795223100,1958.0941047880100,4657935.60564806,475439.8360316030,11.962470888428300,1.2210205720385600,4393963.171144290,448495.92319065300,11.284539111254300,1.1518234426086500,"[0.340,0.460]",0.38,"[0.145,0.206]",0.16,0.0211,0.0323,0.0106,0.0154,0.0213,0.0325,0.0119,0.0164,0.0173,0.0261,0.0106,0.0154,0.0179,0.0267,0.0119,0.0164,1.62E-06,2.94E-08,0.0106,0.0154,,0.00447,,0.0153,1.9712660551844200,2.0946374607931100,1.36331288953145E-05,1.620607666201480,1.6927170608790700,
20.0,40.0,0.25,140.0,0.0535,3497.0,343.759341691248,3.0,1.0,0.005,3497.0,344.20373360119200,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.0027318458271128100,0.050768154172887200,4.01341260817504,0.0074,0.2574,0.1965,0.2039,1.0600761600000000,0.17351386653644000,0.18537765861286900,0.1882399086128690,0.43386623354770200,0.7953737749161310,0.06123560851170320,-7.84843252457454E-05,-44556667.704671000,-4379974.480444210,3.19726740732261E-05,3.10534907471116E-05,2093.4894019604300,1974.8481108757600,7320932.43865563,720586.8684093070,18.801556867247300,1.8506051104437100,6906043.843732540,679750.0930586970,17.736043481297900,1.7457284488349500,"[0.340,0.460]",0.38,"[0.145,0.206]",0.16,0.0198,0.0537,0.0136,0.0335,0.0197,0.0538,0.0127,0.0346,0.017,0.0447,0.0136,0.0335,0.0164,0.0453,0.0127,0.0345,0.0109,0.0229,0.0136,0.0335,,0.028,,0.0335,1.5617677987254900,1.6033157738278500,0.6835165815694800,1.315152866575300,1.333459887536090,
20.0,40.0,0.25,140.0,0.0686,5076.0,502.4454597267250,3.0,1.0,0.005,5076.0,503.086060629789,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.0027318458271128100,0.06586815417288720,4.01341260817504,0.0074,0.2574,0.1814,0.1888,1.0600761600000000,0.1601802309908910,0.17164934745517200,0.17635530745517200,0.4199467912190450,0.8374379306738280,0.0605650495144965,-3.96082830378711E-05,-128155012.30251800,-12685363.2924789,3.19726740732261E-05,3.10534907471116E-05,2119.6928709404200,1999.5665886311600,10759561.012893600,1066387.936186460,27.632613734061900,2.738688492587440,10149800.003891800,1005954.0780413900,26.066630659878200,2.5834827684337700,"[0.340,0.460]",0.38,"[0.145,0.206]",0.16,0.00973,0.0723,0.00646,0.0562,0.00973,0.0723,0.00645,0.0569,0.00745,0.0622,0.00646,0.0562,0.00744,0.0626,0.00644,0.0569,0.021,0.0525,0.00646,0.0562,,0.0554,,0.0562,1.2814413871123900,1.29716246708361,0.958071206621441,1.1030106975427000,1.1095046925064500,
20.0,40.0,0.25,140.0,0.0848,6105.0,585.5377741871140,3.0,1.0,0.005,6105.0,586.3328923273870,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.0027318458271128100,0.0820681541728872,4.01341260817504,0.0074,0.2574,0.1652,0.1726,1.0600761600000000,0.14587527100162800,0.15692096065022600,0.16411200065022600,0.40510739397131000,0.8825663626787740,0.059562419948439000,2.03751183654625E-06,2996301611.8465700,287378833.18491500,3.19726740732261E-05,3.10534907471116E-05,2159.9773895285900,2037.568121075930,13186661.963072000,1266465.7901640600,33.86587389862520,3.2525267476126900,12439353.379168600,1194693.2097445300,31.946642304101200,3.068201012663740,"[0.340,0.460]",0.38,"[0.145,0.206]",0.16,0.0104,0.0847,0.00851,0.0774,0.0104,0.0847,0.00853,0.0777,0.00825,0.076,0.00851,0.0774,0.00827,0.0764,0.00852,0.0777,0.00995,0.0784,0.00851,0.0774,,0.0771,,0.0774,1.0984623763213900,1.102699252059360,1.0099200887249400,0.9822945115191660,0.98094023722103,
20.0,40.0,0.25,140.0,0.0931,6793.0,666.8061899832660,3.0,1.0,0.005,6793.0,667.6706644933560,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.0027318458271128100,0.0903681541728872,4.01341260817504,0.0074,0.2574,0.15690000000000000,0.16430000000000000,1.0600761600000000,0.13854618656268400,0.14937493531189000,0.15804254531189000,0.3975456518588650,0.9056877198171100,0.058916075544154900,2.33368807707045E-05,291084316.99781700,28573064.092624100,3.19726740732261E-05,3.10534907471116E-05,2186.6762507409400,2062.7539164176100,14854091.771283200,1459979.5853640400,38.148153051440600,3.749507242315560,14012287.354224800,1377240.278060820,35.98623805617950,3.5370168519925600,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.0105,0.0874,0.00934,0.0841,0.0105,0.0874,0.00935,0.0842,0.0123,0.0886,0.00934,0.0841,0.0123,0.0887,0.00935,0.0842,0.0105,0.0854,0.00934,0.0841,,0.0858,,0.0841,1.0446949407849400,1.0459356352659200,1.0135393720443800,1.0706154922341400,1.0706966685934500,
20.0,40.0,0.25,140.0,0.104,6880.0,672.6308422901820,3.0,1.0,0.005,6880.0,673.509918264015,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.0027318458271128100,0.10126815417288700,4.01341260817504,0.0074,0.2574,0.14600000000000000,0.1534,1.0600761600000000,0.1289212443476850,0.1394650948073280,0.1502810948073280,0.38766105660399700,0.9360519117216730,0.05791021931568760,5.12553957503617E-05,134229770.33498800,13123122.598959500,3.19726740732261E-05,3.10534907471116E-05,2229.415235366140,2103.0708165026000,15338376.819319000,1501533.2729480000,39.3918898222549,3.856225071868020,14469127.217537900,1416439.053726100,37.15949033535000,3.637686816641570,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.0103,0.0873,0.00988,0.0871,0.0103,0.0873,0.00988,0.0871,0.0114,0.0861,0.00988,0.0871,0.0114,0.0862,0.00988,0.0871,0.0104,0.0877,0.00988,0.0871,,0.0886,,0.0871,1.0059182161399900,1.0059182161399900,1.006280223686640,1.0030593352846400,1.0019118169930500,
20.0,40.0,0.25,140.0,0.125,5840.0,588.0084693267610,3.0,1.0,0.005,5840.0,588.7330464650350,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.0027318458271128100,0.1222681541728870,4.01341260817504,0.0074,0.2574,0.125,0.1324,1.0600761600000000,0.1103777776949360,0.12037274154165700,0.13599774154165700,0.3687787162264880,0.9945517309873430,0.055380286851619000,0.00010480990311631900,55719925.56389180,5610237.695518000,3.19726740732261E-05,3.10534907471116E-05,2343.7991745273100,2210.9724404398500,13687787.179239500,1379872.028321690,35.152859447028000,3.543775690788690,12912079.052168700,1301672.5405103900,33.160692385562200,3.342944426548270,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.00897,0.0774,0.00928,0.0745,0.00899,0.0775,0.00931,0.0748,0.00929,0.0743,0.00928,0.0745,0.00933,0.0746,0.00932,0.0747,0.00866,0.0745,0.00928,0.0745,,0.0745,,0.0745,1.027573412375450,1.0303592996867,0.9994735550088480,0.9990425430525400,0.9977124459883960,
20.0,40.0,0.25,140.0,0.146,3802.0,444.19475458406700,3.0,1.0,0.005,3802.0,444.6013496380770,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.0027318458271128100,0.14326815417288700,4.01341260817504,0.0074,0.2574,0.10400000000000000,0.11140000000000000,1.0600761600000000,0.09183431104218690,0.1012803882759860,0.1225963882759860,0.35013767046118600,1.0530515502530100,0.05188144554852440,0.00015791676683193800,24075974.174713600,2812840.988929310,3.19726740732261E-05,3.10534907471116E-05,2520.430996731580,2377.594263351400,9582678.64957346,1120587.022816500,24.610154386781500,2.877882129185830,9039613.389262010,1057081.6183777800,23.215458771171200,2.7147880857785000,"[0.340,0.460]",0.38,"[0.070,0.100]",0.093,0.00733,0.0605,0.00761,0.0489,0.0073,0.0606,0.00769,0.0495,0.00784,0.044,0.00761,0.0489,0.00789,0.0445,0.00769,0.0494,0.00658,0.052,0.00761,0.0489,,0.0469,,0.0489,1.1834174201327900,1.1960064858365700,1.054061792922930,0.9162200663853770,0.9152587938557650,
20.0,40.0,0.25,140.0,0.157,3022.0,397.94083731127600,3.0,1.0,0.005,3022.0,398.22760087668400,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.0027318458271128100,0.1542681541728870,4.01341260817504,0.0074,0.2574,0.093,0.1004,1.0600761600000000,0.08212106660503250,0.09127963180349200,0.11592863180349200,0.3404829390784390,1.0836943127255100,0.04956849509495380,0.00018548475379284600,16292444.193958100,2145409.955126050,3.19726740732261E-05,3.10534907471116E-05,2650.9253769912400,2500.6933247053100,8011096.489267530,1055671.6529823400,20.57403035392960,2.711167024556410,7557095.227259450,995845.1032257350,19.40806814665990,2.5575209846775600,"[0.340,0.460]",0.38,"[0.070,0.100]",0.093,0.00649,0.0511,0.00673,0.0365,0.00652,0.0514,0.00683,0.0372,0.00672,0.0374,0.00673,0.0365,0.00683,0.038,0.00683,0.037,0.00565,0.0414,0.00673,0.0365,,0.0369,,0.0365,1.3068240042693600,1.3240500881523200,1.112358243152500,1.0226609895948100,1.0203135893269200,
20.0,40.0,0.25,140.0,0.167,2430.0,355.9232922976520,3.0,1.0,0.005,2430.0,356.1306115739000,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.0027318458271128100,0.1642681541728870,4.01341260817504,0.0074,0.2574,0.08300000000000000,0.0904,1.0600761600000000,0.07329084438943760,0.08218803501031560,0.11007703501031600,0.33177859335755200,1.1115513695186800,0.04712481228434600,0.00021035507624914900,11551896.171604000,1692011.9002789800,3.19726740732261E-05,3.10534907471116E-05,2802.74761802642,2643.911563888410,6810676.7118042,998144.2232950400,17.49112241840850,2.563425565424600,6424705.100248830,941577.8421948850,16.499873384954300,2.418152263158710,"[0.270,0.340]",0.3,"[0.070,0.100]",0.093,0.00612,0.0197,0.00601,0.0279,0.0063,0.0202,0.00614,0.0285,0.00593,0.0328,0.00601,0.0279,0.00602,0.0332,0.00614,0.0283,0.00701,0.0225,0.00601,0.0279,,0.0307,,0.0279,0.7706896629621770,0.7677185386225290,0.8377530869136680,1.1362119498204600,1.1386950147070900,
20.0,40.0,0.25,140.0,0.178,2188.0,381.4818606434650,3.0,1.0,0.005,2188.0,381.6386951031040,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.0027318458271128100,0.1752681541728870,4.01341260817504,0.0074,0.2574,0.07200000000000000,0.07940000000000000,1.0600761600000000,0.06357759995228320,0.0721872785378214,0.10387127853782100,0.32229067398518000,1.1421941319911800,0.044006988531744100,0.00023745871260201700,9214233.396721510,1606518.6931373300,3.19726740732261E-05,3.10534907471116E-05,3020.9905977033600,2849.786375446230,6609927.427774950,1152926.909626260,16.975559802394500,2.96093715339604,6235332.58947635,1087588.7536479000,16.013528501947000,2.7931362529613300,"[0.270,0.340]",0.3,"[0.045,0.070]",0.056,0.00523,0.0183,0.00523,0.0221,0.00532,0.0183,0.00536,0.0224,0.00516,0.0176,0.00523,0.0221,0.00532,0.0176,0.00535,0.0222,0.0057,0.0188,0.00523,0.0221,,0.0176,,0.0221,0.8779175590447450,0.8897307761011290,0.8825335805306390,0.8646079753261130,0.8683109501690290,
20.0,40.0,0.29,140.0,0.0054,6.309,49.40201430513740,3.0,1.0,0.005,6.309,49.40202437645680,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.003669555961832330,0.0017304440381676700,4.01341260817504,0.0074,0.2974,0.28460000000000000,0.292,1.0516856123662300,0.29151742413676300,0.306729424552013,0.306758584552013,0.5538579100744280,0.583760146376987,0.06211681842913860,-0.0002045674557905300,-30840.682725507400,-241494.98322804300,2.37609052268327E-05,2.31696789367232E-05,2749.8862191118300,2614.741693503580,17349.032156376500,135849.94602904500,0.04455563787988110,0.3488886842051780,16496.405344314100,129173.53288060200,0.04236592890116040,0.3317423763364020,"[0.460,0.609]",0.57,"[0.206,0.322]",0.265,1.07E-09,1.74E-13,1.79E-09,5.6E-13,5.37E-09,1.48E-12,7.22E-09,3.57E-12,5.44E-09,7.21E-12,1.79E-09,5.6E-13,1.35E-08,2.4E-11,7.21E-09,3.56E-12,3.73E-05,0.00016,1.79E-09,5.6E-13,,7.79E-14,,5.42E-15,1.0,1.0,1.0,1.0,1.0,1.0
20.0,40.0,0.29,140.0,0.0394,723.1,96.47405946678100,3.0,1.0,0.005,723.1,96.54178364961980,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.003669555961832330,0.03573044403816770,4.01341260817504,0.0074,0.2974,0.2506,0.258,1.0516856123662300,0.25669102771845700,0.27101435456992900,0.2725667145699290,0.5220792225035670,0.6832777803590710,0.06179041088752890,-0.00013588112816389600,-5321563.117490590,-709988.6553077240,2.37609052268327E-05,2.31696789367232E-05,2766.3369880825500,2630.3839812531500,2000338.2760824900,267067.10700540600,5.137251868752760,0.6858794889596650,1902030.6568441500,253941.9612335670,4.884779071184830,0.6521716004238920,"[0.460,0.609]",0.57,"[0.206,0.322]",0.265,0.00171,0.00294,0.00418,0.00601,0.00223,0.00338,0.00489,0.00656,0.00461,0.00654,0.00418,0.00601,0.00532,0.00708,0.00488,0.00655,0.00118,0.00884,0.00418,0.00601,,0.00551,,0.00601,0.5098404023295880,0.48246323505972600,1.387784874975740,1.0818196520404600,1.0894720941277700,
20.0,40.0,0.29,140.0,0.0606,1825.0,245.11973604750800,3.0,1.0,0.005,1825.0,245.28952408327600,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.003669555961832330,0.056930444038167700,4.01341260817504,0.0074,0.2974,0.2294,0.23680000000000000,1.0516856123662300,0.23497574524586600,0.24874495799286500,0.2524173179928650,0.5024115026478450,0.7453299521361350,0.06127393295315240,-9.30463379102079E-05,-19613883.15745620,-2634383.4862588000,2.37609052268327E-05,2.31696789367232E-05,2792.726657056240,2655.476716822980,5096726.149127640,685026.5926040030,13.089369056820100,1.7592795104097300,4846245.008201930,651360.6200837280,12.446085505885900,1.6728188440759000,"[0.460,0.609]",0.57,"[0.206,0.322]",0.265,0.00161,0.00736,0.00387,0.019,0.00134,0.00811,0.0035,0.0198,0.00321,0.0154,0.00387,0.019,0.00283,0.0162,0.00349,0.0198,0.00226,0.0211,0.00387,0.019,,0.02,,0.019,0.40772056080922500,0.3868151539262430,1.113462977552340,0.8173148590171010,0.8102748376305090,
20.0,40.0,0.29,140.0,0.0788,2854.0,383.5792225864170,3.0,1.0,0.005,2854.0,383.8445686733110,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.003669555961832330,0.07513044403816770,4.01341260817504,0.0074,0.2974,0.2112,0.2186,1.0516856123662300,0.21633338010430200,0.2296268911201030,0.2358363311201030,0.48562982931457500,0.798601156208897,0.06058580662252840,-5.62959883739254E-05,-50696329.92396110,-6813615.564196750,2.37609052268327E-05,2.31696789367232E-05,2828.588508896930,2689.576120122790,8072791.604391840,1085738.3361518300,20.73247522760660,2.7883840263737800,7676050.2468304500,1032379.1857425700,19.713567423405000,2.651347506884760,"[0.460,0.609]",0.57,"[0.206,0.322]",0.265,0.00137,0.0133,0.00379,0.0382,0.00148,0.0144,0.00387,0.039,0.00257,0.0256,0.00379,0.0382,0.00267,0.0266,0.00386,0.0389,0.00396,0.0346,0.00379,0.0382,,0.0374,,0.0382,0.3666980531750280,0.3457892826896780,0.9254178697273150,0.6815206515211350,0.6679209249565810,
20.0,40.0,0.29,140.0,0.0971,4406.0,601.0492325924730,3.0,1.0,0.005,4406.0,601.4528251658650,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.003669555961832330,0.09343044403816770,4.01341260817504,0.0074,0.2974,0.19290000000000000,0.20030000000000000,1.0516856123662300,0.1975885843850370,0.2104037799238640,0.2198321899238640,0.46886265571472400,0.8521650592051360,0.05961682490284040,-1.93922427073411E-05,-227204252.05549100,-30994312.605469800,2.37609052268327E-05,2.31696789367232E-05,2880.4960906451800,2738.9326779551900,12691465.77538270,1732482.511597770,32.59411523109190,4.4493469563145600,12067737.379070500,1647338.797095250,30.992261230765600,4.230681587726380,"[0.460,0.609]",0.57,"[0.145,0.206]",0.16,0.00232,0.0215,0.00601,0.0606,0.00247,0.0228,0.00605,0.0609,0.00863,0.0821,0.00601,0.0606,0.00862,0.0819,0.00604,0.0609,0.0055,0.0465,0.00601,0.0606,,0.0638,,0.0606,0.3694761924662830,0.3501239464208820,0.7879186558074910,1.3637156633367600,1.3737934679560600,
20.0,40.0,0.29,140.0,0.113,4589.0,638.6741070373850,3.0,1.0,0.005,4589.0,639.0861350592740,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.003669555961832330,0.10933044403816800,4.01341260817504,0.0074,0.2974,0.177,0.18440000000000000,1.0516856123662300,0.18130212253059400,0.19370173249106600,0.20647073249106600,0.4543905066031480,0.8987041880379340,0.05850522596420130,1.26063654258629E-05,364022447.78541200,50662826.71190040,2.37609052268327E-05,2.31696789367232E-05,2942.1688855183100,2797.574532657730,13501613.015643500,1880299.341737550,34.674728532231100,4.828968891238420,12838069.530366300,1787891.095616480,32.970621756643600,4.59164681389291,"[0.340,0.460]",0.38,"[0.145,0.206]",0.16,0.00982,0.0844,0.00733,0.075,0.00989,0.0849,0.00734,0.0751,0.00852,0.084,0.00733,0.075,0.00853,0.084,0.00734,0.075,0.0104,0.0838,0.00733,0.075,,0.0813,,0.075,1.1654134862537400,1.160078129195340,1.1041913564825600,1.134882453378600,1.1348844066352400,
20.0,40.0,0.29,140.0,0.128,4866.0,692.5249309591680,3.0,1.0,0.005,4866.0,692.9521837038980,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.003669555961832330,0.12433044403816800,4.01341260817504,0.0074,0.2974,0.16200000000000000,0.16940000000000000,1.0516856123662300,0.1659375358754590,0.17794508396955800,0.19432908396955800,0.4408277259537540,0.9426090265594420,0.05718429110006820,4.27122056300256E-05,113925280.3320310,16213747.820888500,2.37609052268327E-05,2.31696789367232E-05,3018.5843099003000,2870.2344830111900,14688431.251974900,2091734.5892397400,37.72270510467530,5.371975108405860,13966560.994332500,1988935.2527448400,35.86880400484080,5.107966720509980,"[0.340,0.460]",0.38,"[0.145,0.206]",0.16,0.00874,0.0753,0.0077,0.0796,0.00884,0.0761,0.00769,0.0795,0.00801,0.0806,0.0077,0.0796,0.00803,0.0808,0.00769,0.0795,0.0103,0.0873,0.0077,0.0796,,0.0832,,0.0796,0.9903223326111150,0.9786709158413220,1.0886525323907100,1.0261458565700700,1.0223193578641400,
20.0,40.0,0.29,140.0,0.141,4530.0,653.9254621132290,3.0,1.0,0.005,4530.0,654.3176082759810,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.003669555961832330,0.13733044403816800,4.01341260817504,0.0074,0.2974,0.149,0.15640000000000000,1.0516856123662300,0.15262156077434200,0.16428932191758500,0.18417032191758500,0.4291506983771380,0.980659886611415,0.05579044453451940,6.87176497501694E-05,65921928.594317700,9516120.887292380,2.37609052268327E-05,2.31696789367232E-05,3103.1544552768500,2950.648386541040,14057289.682404100,2030448.601287700,36.10181265538690,5.21458095167776,13366437.19103090,1930661.1951449200,34.327571120955000,4.958307777877900,"[0.340,0.460]",0.38,"[0.145,0.206]",0.16,0.0077,0.0647,0.00737,0.0753,0.00781,0.0658,0.00739,0.0756,0.00738,0.0748,0.00737,0.0753,0.00741,0.0751,0.00739,0.0755,0.00917,0.0792,0.00737,0.0753,,0.076,,0.0753,0.901886596480865,0.8903586193403890,1.048801630345930,0.9976300363056930,0.9962840225095050,
20.0,40.0,0.29,140.0,0.157,4006.0,591.0075041824770,3.0,1.0,0.005,4006.0,591.3468279275710,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.003669555961832330,0.15333044403816800,4.01341260817504,0.0074,0.2974,0.13300000000000000,0.14040000000000000,1.0516856123662300,0.1362326683421980,0.14748223016131000,0.17213123016131000,0.4148870089088240,1.0274917143676900,0.05370424978210300,0.00010057972557433000,39829100.51826990,5876010.30732293,2.37609052268327E-05,2.31696789367232E-05,3237.960580322640,3078.8293975396500,12971270.084772500,1914757.7181283100,33.31270629565570,4.917464602500960,12333790.566543800,1820655.9979652300,31.67553678014490,4.675793359421310,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.00649,0.0511,0.00653,0.0622,0.00661,0.0522,0.00659,0.0628,0.00649,0.0513,0.00653,0.0622,0.00661,0.0522,0.00658,0.0628,0.00744,0.0619,0.00653,0.0622,,0.0617,,0.0622,0.8601538881601380,0.8501750761971990,0.9976323577746710,0.8598650986219960,0.853166419041791,
20.0,40.0,0.29,140.0,0.171,3247.0,481.73363490626300,3.0,1.0,0.005,3247.0,482.00712673673200,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.003669555961832330,0.16733044403816800,4.01341260817504,0.0074,0.2974,0.11900000000000000,0.12640000000000000,1.0516856123662300,0.12189238746407200,0.13277602487457,0.16201702487457000,0.4025133847148070,1.0684695636544300,0.051487725329078500,0.0001282911010180560,25309627.668898100,3755004.2916730600,2.37609052268327E-05,2.31696789367232E-05,3393.1935850652800,3226.433399075210,11017699.570706900,1635543.4903988300,28.295562998383900,4.200388980674240,10476229.246797200,1555163.892295670,26.90496348497210,3.9939587755922700,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.00566,0.0408,0.00566,0.0479,0.00567,0.0416,0.00574,0.0487,0.00563,0.0428,0.00566,0.0479,0.00574,0.0436,0.00573,0.0486,0.00609,0.0464,0.00566,0.0479,,0.0467,,0.0479,0.8788776182432570,0.8765233017284900,0.9739568015645120,0.9152186307805350,0.9115269341700510,
20.0,40.0,0.29,140.0,0.183,2908.0,440.0037727110990,3.0,1.0,0.005,2908.0,440.2439455574600,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.003669555961832330,0.17933044403816800,4.01341260817504,0.0074,0.2974,0.10700000000000000,0.11440000000000000,1.0516856123662300,0.10960071813996400,0.12017070605736400,0.15365970605736400,0.39199452299409000,1.103593434471640,0.04925004903280060,0.00015188684775544000,19145831.538240300,2896918.1941254700,2.37609052268327E-05,2.31696789367232E-05,3564.120576982300,3388.960098981710,10364462.637864500,1569082.5052532200,26.617925423725700,4.029704439853930,9855095.967838810,1491969.1653125100,25.309774243119000,3.8316626114027900,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.00507,0.034,0.00502,0.0372,0.00506,0.0346,0.00513,0.0379,0.00502,0.0371,0.00502,0.0372,0.00512,0.0377,0.00512,0.0378,0.00517,0.036,0.00502,0.0372,,0.0372,,0.0372,0.9301262710700490,0.9314252121905820,0.9728217780654830,0.9976878368015060,0.9976455045511590,
20.0,40.0,0.29,140.0,0.195,2778.0,425.72727185370700,3.0,1.0,0.005,2778.0,425.9538027767800,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.003669555961832330,0.19133044403816800,4.01341260817504,0.0074,0.2974,0.09500000000000000,0.10240000000000000,1.0516856123662300,0.09730904881585560,0.10756538724015800,0.145590387240158,0.38156308422089000,1.138717305288840,0.046654332669474300,0.00017530592291188000,15846583.811069500,2428481.963314520,2.37609052268327E-05,2.31696789367232E-05,3782.9904465066500,3597.0734999361100,10509147.460395500,1611379.166557740,26.98950376315680,4.138330368241500,9992670.182822510,1532187.1361653700,25.66309118029300,3.934950064525930,"[0.340,0.460]",0.38,"[0.070,0.100]",0.093,0.0046,0.0296,0.00448,0.0298,0.00457,0.03,0.0046,0.0303,0.00446,0.0264,0.00448,0.0298,0.00461,0.0266,0.00459,0.0301,0.00449,0.0296,0.00448,0.0298,,0.0272,,0.0298,0.9929978071388980,0.9965055030044060,0.9943608863161480,0.9207484117205170,0.9228967842717240,
20.0,40.0,0.29,140.0,0.206,2900.0,444.78993918478000,3.0,1.0,0.005,2900.0,445.0262239464100,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.003669555961832330,0.20233044403816800,4.01341260817504,0.0074,0.2974,0.08400000000000000,0.0914,1.0516856123662300,0.08604168526875660,0.09601051165771920,0.13844651165771900,0.37208401155884000,1.1709141868712800,0.04391713901818820,0.00019658806224982000,14751658.706085300,2262548.0616394200,2.37609052268327E-05,2.31696789367232E-05,4041.8803921737900,3843.240170491440,11721453.137304000,1798742.7685721400,30.1029369652624,4.619515988740530,11145396.49442520,1710342.6607929600,28.62351315953880,4.392487578437900,"[0.340,0.460]",0.38,"[0.070,0.100]",0.093,0.00414,0.0276,0.00408,0.0267,0.00427,0.0279,0.00422,0.0269,0.00412,0.0263,0.00408,0.0267,0.00426,0.0263,0.00419,0.0267,0.00408,0.0275,0.00408,0.0267,,0.0263,,0.0267,1.018548516131240,1.0152031025599100,1.0221251872973000,0.9949998096244770,0.9949307574436270,
20.0,40.0,0.29,140.0,0.216,3169.0,491.0136607060950,3.0,1.0,0.005,3169.0,491.269253083276,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.003669555961832330,0.21233044403816800,4.01341260817504,0.0074,0.2974,0.07400000000000000,0.08140000000000000,1.0516856123662300,0.07579862749866650,0.08550607931004740,0.13216207931004700,0.3635410283723800,1.2001840792189500,0.04109304646063540,0.00021575442441854200,14687995.430640400,2275798.80240869,2.37609052268327E-05,2.31696789367232E-05,4345.212584715590,4131.664951600050,13769978.680963700,2134669.340981280,35.36394296768900,5.482239775265430,13093246.231620500,2029759.954762900,33.625964405961800,5.212812375488060,"[0.340,0.460]",0.38,"[0.070,0.100]",0.093,0.00399,0.0277,0.00379,0.0268,0.00395,0.0275,0.00394,0.0265,0.00395,0.0273,0.00379,0.0268,0.0039,0.027,0.0039,0.0265,0.00375,0.0282,0.00379,0.0268,,0.0279,,0.0268,0.9919520475281240,0.9883823633989910,1.0298013006271200,0.9899633760258220,0.990071740299382,
